protein_id	human-baboon	human-cow	human-dog	human-mouse	human-opossum	baboon-cow	baboon-dog	baboon-mouse	baboon-opossum	cow-dog	cow-mouse	cow-opossum	dog-mouse	dog-opossum	mouse-opossum
Q68DQ2	0.073937	0.329593	0.307402	0.193122	0.742278	0.338610	0.309810	0.182603	0.760791	0.306763	0.196447	0.752180	0.192305	0.775509	0.428858
Q68DU8	0.113603	0.016571	0.023782	0.036013	0.046157	0.131419	0.138974	0.147284	0.171400	0.016568	0.033504	0.038722	0.043311	0.051160	0.059113
Q68DV7	0.034033	0.153047	0.137083	0.197180	0.461691	0.166715	0.152293	0.210630	0.469543	0.157707	0.221564	0.481226	0.222490	0.475971	0.502126
Q68E01	0.000010	0.005789	0.009675	0.012568	0.022288	0.005789	0.009675	0.012568	0.022288	0.009681	0.014531	0.023279	0.018457	0.024312	0.030207
Q68EM7	0.022673	0.078723	0.100889	0.128733	0.223624	0.073876	0.090684	0.127433	0.212089	0.088152	0.131480	0.212694	0.154459	0.229588	0.260476
Q68EN5	0.013131	0.100335	0.079086	0.179047	0.325908	0.095064	0.073992	0.171181	0.322378	0.055669	0.175891	0.319441	0.171581	0.318141	0.358092
Q68J44	0.037769	0.163629	0.161018	0.182114	0.249959	0.143475	0.155858	0.165666	0.243717	0.144074	0.197133	0.241868	0.166854	0.278105	0.275114
Q693B1	0.027520	0.080511	0.094290	0.116309	0.226002	0.075259	0.075714	0.111806	0.204666	0.089623	0.136968	0.256636	0.142387	0.194461	0.290126
Q695T7	0.073611	0.157747	0.154633	0.146827	0.212779	0.147064	0.132408	0.143999	0.190136	0.130019	0.148945	0.176372	0.121916	0.137383	0.156885
Q69YG0	0.367023	0.157246	0.152627	0.203752	1.075462	0.460308	0.484712	0.540992	1.509367	0.186305	0.307180	1.136687	0.287022	1.107341	1.052549
Q69YH5	0.069694	0.488560	0.435842	0.678867	0.973578	0.505286	0.447132	0.689548	0.997723	0.499616	0.781513	1.105676	0.734509	1.056008	1.227821
Q69YI7	0.008920	0.030048	0.026960	0.060937	0.131951	0.033056	0.029960	0.063992	0.128076	0.017936	0.060872	0.121500	0.057650	0.131762	0.152021
Q69YN2	0.030708	0.060445	0.058340	0.114598	0.204255	0.048759	0.052443	0.097988	0.197596	0.052342	0.097931	0.185741	0.100450	0.189723	0.215490
Q69YN4	0.008281	0.022777	0.016618	0.043238	0.087030	0.022781	0.013833	0.039240	0.085833	0.019398	0.048347	0.087071	0.042704	0.084085	0.108400
Q69YQ0	0.005082	0.069401	0.024750	0.045781	0.456977	0.066485	0.022172	0.043134	0.455928	0.072881	0.077652	0.454261	0.044956	0.449902	0.453025
Q69YU5	0.091767	0.307778	0.215019	0.204837	0.397689	0.392662	0.272222	0.223787	0.482837	0.285882	0.300417	0.478021	0.263179	0.404805	0.532140
Q69YW2	0.000010	0.007025	0.021451	0.021161	0.120936	0.007025	0.021451	0.021161	0.120936	0.028810	0.028418	0.129461	0.036333	0.131266	0.130601
Q69YZ2	0.017359	0.071353	0.057383	0.097841	0.409234	0.071390	0.064288	0.102559	0.424668	0.042361	0.114302	0.406113	0.106489	0.380176	0.423102
Q6A162	0.042565	0.186176	0.183831	0.237662	0.365471	0.168961	0.148362	0.228382	0.347567	0.144603	0.202609	0.347365	0.219631	0.306466	0.364023
Q6A163	0.066396	0.268951	0.262692	0.290242	0.565462	0.252111	0.264402	0.266873	0.554221	0.256585	0.332075	0.581628	0.338283	0.532044	0.552335
Q6A555	0.071807	0.389411	0.356690	0.498801	0.475984	0.359739	0.337490	0.474324	0.418941	0.262157	0.500329	0.487874	0.493067	0.380038	0.534477
Q6AHZ1	0.058937	0.212458	0.156556	0.361548	0.593132	0.239699	0.190310	0.392493	0.654042	0.175000	0.401351	0.616146	0.351416	0.563679	0.745169
Q6AI08	0.033088	0.137052	0.117500	0.177289	0.269280	0.128799	0.110653	0.169212	0.257777	0.114132	0.189442	0.283610	0.162933	0.247077	0.310273
Q6AI12	0.011153	0.042510	0.057142	0.069503	0.135976	0.051203	0.057124	0.069482	0.139079	0.063211	0.072753	0.137060	0.072941	0.146729	0.152082
Q6AI14	0.027910	0.215288	0.120015	0.182905	0.209613	0.215095	0.115366	0.176920	0.215900	0.168743	0.221179	0.245421	0.171079	0.181589	0.231669
Q6AI39	0.011417	0.073185	0.051160	0.123833	0.167000	0.068638	0.049389	0.125058	0.164976	0.055000	0.131645	0.170807	0.122314	0.158238	0.213606
Q6AZY7	0.015276	0.109850	0.084599	0.099117	0.231239	0.109926	0.093907	0.104600	0.233691	0.106854	0.138339	0.260468	0.105611	0.228360	0.233503
Q6BAA4	0.044444	0.127663	0.161794	0.188969	0.364806	0.138291	0.175865	0.200470	0.364293	0.186339	0.212596	0.384563	0.265024	0.399332	0.400659
Q6BDI9	0.044233	0.223446	0.167149	0.300341	0.530362	0.240305	0.176417	0.320323	0.545622	0.206223	0.366305	0.574940	0.349904	0.550369	0.657570
Q6BDS2	0.021601	0.116764	0.090501	0.173523	0.270515	0.122699	0.098073	0.173666	0.275445	0.121038	0.209550	0.308829	0.182652	0.289151	0.331324
Q6BEB4	0.007837	0.031723	0.018441	0.026416	0.085362	0.029040	0.021089	0.029075	0.091382	0.031779	0.040248	0.089090	0.031878	0.095067	0.104502
Q6DCA0	0.000010	0.003281	0.003281	0.016464	0.019811	0.003281	0.003281	0.016464	0.019811	0.000010	0.016525	0.016508	0.016525	0.016508	0.033259
Q6DHV7	0.016953	0.157315	0.084498	0.180036	0.185903	0.157939	0.084862	0.183490	0.195729	0.142721	0.246237	0.225012	0.162610	0.195394	0.244119
Q6DJT9	0.001981	0.034291	0.015992	0.044547	0.078198	0.036311	0.017992	0.046575	0.076005	0.040436	0.061161	0.101958	0.048734	0.082414	0.110980
Q6DKI1	0.012037	0.157843	0.139402	0.176330	0.353332	0.153194	0.140321	0.171332	0.358378	0.128757	0.244031	0.385606	0.253580	0.422984	0.399149
Q6DKK2	0.015887	0.207873	0.116698	0.167174	0.386194	0.203338	0.116007	0.176362	0.391373	0.157785	0.240725	0.443080	0.209723	0.374731	0.402436
Q6DN12	0.014875	0.099051	0.074586	0.114610	0.139126	0.100432	0.077016	0.116270	0.141672	0.092798	0.152003	0.171856	0.132134	0.158029	0.194378
Q6DN90	0.027364	0.108067	0.046068	0.041638	0.123219	0.115922	0.067798	0.060853	0.139329	0.097565	0.097368	0.177654	0.050349	0.121844	0.122324
Q6DWJ6	0.000010	0.025561	0.011257	0.037912	0.067580	0.025561	0.011257	0.037912	0.067580	0.037064	0.049912	0.085856	0.049775	0.079644	0.081116
Q6E0U4	0.101376	0.533593	0.514608	0.544456	0.385285	0.536185	0.535816	0.527122	0.372102	0.605472	0.683535	0.392724	0.738540	0.444618	0.579251
Q6E213	0.096794	0.261714	0.176216	0.181484	0.497722	0.277706	0.213907	0.209372	0.500498	0.233845	0.269118	0.566015	0.197143	0.497337	0.559682
Q6EMB2	0.029101	0.185255	0.074428	0.118593	0.177510	0.184155	0.072351	0.115636	0.181973	0.158457	0.188750	0.264228	0.095958	0.162696	0.194728
Q6EMK4	0.039472	0.164574	0.148812	0.182980	0.454093	0.171540	0.150430	0.193584	0.456781	0.152668	0.233538	0.461641	0.204004	0.465941	0.457738
Q6F5E8	0.020791	0.131242	0.097500	0.177561	0.501377	0.135343	0.101650	0.180349	0.502146	0.121606	0.193038	0.532018	0.183068	0.504021	0.570600
Q6FHJ7	0.020420	0.041272	0.047738	0.068588	0.184213	0.053965	0.050709	0.065606	0.203000	0.053285	0.063736	0.181252	0.080945	0.183712	0.188284
Q6FI13	0.000010	0.007715	0.000010	0.000010	0.007714	0.007715	0.000010	0.000010	0.007714	0.007715	0.007715	0.007710	0.000010	0.007714	0.007714
Q6FI81	0.022504	0.090997	0.139993	0.198234	0.213834	0.095096	0.140559	0.199397	0.205576	0.108498	0.185639	0.222432	0.203725	0.250849	0.281334
Q6FIF0	0.013752	0.041980	0.046818	0.051312	0.051073	0.046646	0.046825	0.055979	0.046261	0.056224	0.070511	0.075142	0.061221	0.075437	0.084548
Q6GMV2	0.009923	0.040013	0.027280	0.104589	0.542069	0.040365	0.027527	0.101973	0.556047	0.040164	0.116848	0.540577	0.110163	0.585657	0.639948
Q6GMV3	0.000010	0.127615	0.076215	0.116674	0.336908	0.127615	0.076215	0.116674	0.336908	0.140693	0.143982	0.429793	0.109470	0.347333	0.415450
Q6GPH6	0.032012	0.102769	0.077298	0.133555	0.455175	0.117507	0.095048	0.146977	0.448165	0.076178	0.147235	0.451507	0.126334	0.438506	0.480032
Q6GQQ9	0.018391	0.066222	0.068853	0.090804	0.162377	0.065110	0.066351	0.088231	0.162791	0.050781	0.086497	0.156759	0.094901	0.155846	0.178629
Q6GTS8	0.105618	0.277582	0.270559	0.330590	0.429939	0.319453	0.335249	0.362903	0.458293	0.208110	0.280964	0.456519	0.290784	0.419761	0.449350
Q6GYQ0	0.008723	0.027903	0.026863	0.050593	0.093035	0.049816	0.046842	0.055160	0.139709	0.045251	0.058713	0.134360	0.055351	0.144528	0.117312
Q6H8Q1	0.173759	0.232372	0.135875	0.093573	0.243772	0.251626	0.189854	0.268712	0.307642	0.131786	0.269917	0.286547	0.173585	0.180686	0.285924
Q6HA08	0.067507	0.345625	0.345493	0.405527	0.568447	0.341151	0.341795	0.404573	0.592795	0.288065	0.489317	0.516813	0.481288	0.557556	0.584993
Q6I9Y2	0.004870	0.000010	0.014669	0.024527	0.049886	0.004870	0.019575	0.029457	0.054918	0.014669	0.024527	0.049886	0.039439	0.065173	0.070894
Q6IA69	0.031607	0.102717	0.121747	0.159405	0.487642	0.107405	0.123544	0.153669	0.476578	0.101650	0.162380	0.487647	0.173629	0.488983	0.536620
Q6IA86	0.019570	0.115210	0.091112	0.236313	0.339609	0.119428	0.096665	0.238542	0.338398	0.097448	0.241954	0.313376	0.235974	0.321980	0.393505
Q6IAA8	0.000010	0.005947	0.011954	0.005960	0.085854	0.005947	0.011954	0.005960	0.085854	0.017960	0.011939	0.079621	0.017999	0.086561	0.092342
Q6IAN0	0.027299	0.201822	0.132893	0.245842	0.302491	0.205538	0.126323	0.250065	0.316090	0.168522	0.280287	0.356647	0.258960	0.324345	0.407960
Q6IBS0	0.005849	0.051045	0.038902	0.035363	0.141700	0.051068	0.038919	0.035379	0.137978	0.054548	0.069292	0.159788	0.051120	0.143244	0.152406
Q6IBW4	0.049629	0.231929	0.220009	0.214737	1.177471	0.238736	0.209240	0.218012	1.133419	0.255484	0.308224	1.232483	0.286978	1.103770	1.182563
Q6IC98	0.006982	0.070253	0.049770	0.057287	0.058182	0.071980	0.053404	0.129629	0.058182	0.046310	0.075401	0.078343	0.062557	0.048357	0.058620
Q6ICB0	0.000010	0.049912	0.300448	0.030967	0.043928	0.049912	0.300448	0.030967	0.043928	0.276707	0.069175	0.089558	0.325919	0.346833	0.063189
Q6ICB4	0.069557	0.176152	0.256495	0.248324	0.721648	0.145594	0.231833	0.242990	0.709533	0.200391	0.238415	0.650117	0.334494	0.597115	0.706103
Q6ICG6	0.027628	0.027418	0.051323	0.030282	1.000158	0.053772	0.059995	0.054166	1.396833	0.061453	0.034904	1.012981	0.053966	1.195593	1.035161
Q6ICH7	0.005662	0.088644	0.055285	0.062930	0.088090	0.088644	0.061332	0.062930	0.088245	0.062782	0.115540	0.106244	0.072888	0.091679	0.105875
Q6ICI0	0.063358	0.261645	0.322137	0.515280	1.016960	0.237518	0.298399	0.517215	1.042410	0.225278	0.454467	0.937012	0.526802	0.913820	1.135830
Q6ICL3	0.018873	0.193938	0.103137	0.137535	0.194945	0.198737	0.111376	0.137815	0.201867	0.120251	0.212024	0.288592	0.142475	0.227175	0.238548
Q6ICL7	0.017962	0.123850	0.489217	0.187644	0.798851	0.129638	0.495685	0.200909	0.797424	0.443670	0.194889	0.804387	0.504409	0.828463	0.821610
Q6IE81	0.002379	0.044820	0.045230	0.068050	0.159903	0.047252	0.045135	0.068102	0.161048	0.053766	0.089167	0.166730	0.098816	0.170409	0.186082
Q6IEE7	0.013983	0.049756	0.040639	0.072187	0.129136	0.043883	0.033925	0.066143	0.124548	0.052853	0.091273	0.133571	0.073046	0.126224	0.135741
Q6IEG0	0.008612	0.130143	0.086968	0.133578	0.326975	0.127052	0.083929	0.130410	0.319786	0.124135	0.173923	0.347104	0.140929	0.365717	0.328849
Q6IF63	0.280962	0.149479	0.155186	0.236005	0.293787	0.396312	0.418873	0.484857	0.536698	0.121146	0.210996	0.259864	0.199262	0.260825	0.301189
Q6IMI4	0.043903	0.146567	0.098801	0.170145	0.241123	0.143345	0.094070	0.153593	0.237033	0.113233	0.186413	0.233581	0.162918	0.229339	0.302319
Q6IMN6	0.014769	0.077907	0.061602	0.198207	0.291255	0.076936	0.059709	0.189109	0.295585	0.040327	0.198705	0.277739	0.188330	0.280366	0.287174
Q6IN85	0.000010	0.012183	0.007172	0.007294	0.020396	0.012183	0.007172	0.007294	0.020396	0.008518	0.012184	0.024469	0.007298	0.020410	0.020754
Q6IPM2	0.050705	0.404290	0.466877	0.430127	0.628315	0.439186	0.582761	0.454524	0.645405	0.464180	0.497229	0.659716	0.599415	0.803726	0.692117
Q6IPR1	0.000010	0.099984	0.072198	0.105262	0.164379	0.099984	0.072198	0.105262	0.164379	0.036814	0.078831	0.133303	0.065308	0.115037	0.116715
Q6IPR3	0.075609	0.218598	0.176982	0.345557	0.597355	0.254189	0.187424	0.335608	0.591368	0.217090	0.376670	0.596259	0.337168	0.627114	0.665734
Q6IPT4	0.047792	0.185005	0.166211	0.243864	0.473966	0.163362	0.156346	0.234174	0.453394	0.135713	0.271100	0.411032	0.283138	0.515810	0.530915
Q6IPU0	0.049310	0.271582	0.307674	0.404027	1.044900	0.272762	0.324297	0.410726	1.092760	0.288524	0.378424	1.290970	0.438102	1.073240	1.262854
Q6IQ16	0.005112	0.020543	0.014194	0.036292	0.046918	0.025729	0.019916	0.036319	0.052235	0.014160	0.052130	0.054921	0.046124	0.046125	0.073965
Q6IQ19	0.045270	0.240310	0.176249	0.315280	0.474034	0.259964	0.195212	0.327415	0.514887	0.247198	0.363754	0.524674	0.303982	0.444171	0.534728
Q6IQ20	0.107931	0.102823	0.158380	0.119458	0.310467	0.182845	0.245219	0.207819	0.410009	0.176849	0.175121	0.331136	0.202485	0.370511	0.361722
Q6IQ21	0.017644	0.197635	0.173886	0.268666	0.384882	0.211357	0.182115	0.268866	0.393001	0.115001	0.232222	0.364348	0.187722	0.352726	0.412931
Q6IQ22	0.016815	0.029603	0.004184	0.038145	0.029614	0.034082	0.021031	0.042695	0.046957	0.025292	0.021046	0.042798	0.033796	0.235677	0.042976
Q6IQ23	0.012479	0.069194	0.061471	0.102665	0.244555	0.063573	0.068051	0.106315	0.246418	0.060643	0.115367	0.248783	0.108384	0.247114	0.278292
Q6IQ26	0.005505	0.023847	0.015850	0.022980	0.062482	0.023827	0.016645	0.022183	0.063305	0.018223	0.025424	0.068907	0.020633	0.059116	0.068385
Q6IQ32	0.017955	0.145490	0.132332	0.218656	0.328949	0.150524	0.133900	0.224222	0.327898	0.110751	0.239294	0.323304	0.224056	0.313458	0.378913
Q6IQ49	0.058888	0.240451	0.380603	0.384485	0.503220	0.241611	0.381074	0.402456	0.513508	0.369226	0.403590	0.534760	0.446230	0.606783	0.638941
Q6IQ55	0.015062	0.085512	0.063197	0.104444	0.160202	0.093211	0.069878	0.109507	0.165230	0.068519	0.126393	0.169237	0.096871	0.147652	0.175720
Q6IS24	0.000010	0.020659	0.012022	0.015458	0.111122	0.020659	0.012022	0.015458	0.111122	0.018940	0.029378	0.123238	0.017225	0.113381	0.116006
Q6ISB3	0.003118	0.033321	0.034866	0.052730	0.084434	0.036592	0.038138	0.056076	0.087977	0.023570	0.059375	0.075664	0.053188	0.080642	0.100217
Q6J272	0.086531	0.275384	0.250240	0.256350	0.620010	0.245034	0.216896	0.232268	0.592166	0.201998	0.227601	0.575398	0.242038	0.592437	0.571997
Q6J4K2	0.338949	0.165838	0.173343	0.203208	0.627652	0.511554	0.504045	0.558691	0.932079	0.152405	0.222705	0.648886	0.223239	0.678565	0.689318
Q6J9G0	0.065530	0.272395	0.223636	0.255905	0.328772	0.276919	0.220993	0.276407	0.329800	0.218659	0.297077	0.339926	0.285390	0.345559	0.403991
Q6JBY9	0.048812	0.247768	0.394800	0.447588	0.581860	0.254768	0.382258	0.452416	0.579925	0.320665	0.442189	0.524511	0.550353	0.675771	0.688995
Q6JEL2	0.003279	0.011516	0.013160	0.011514	0.011514	0.008208	0.009849	0.008207	0.008207	0.004911	0.003274	0.003274	0.001635	0.001635	0.000010
Q6JQN1	0.040274	0.163792	0.254744	0.231691	0.420477	0.156548	0.245175	0.232715	0.414774	0.211922	0.230193	0.408049	0.316203	0.428983	0.495765
Q6JVE6	0.159884	0.680980	0.747193	0.448398	1.152359	0.555835	0.601869	0.353795	0.987577	0.537724	0.705716	1.071807	0.654748	1.253186	1.080637
Q6JVE9	0.120562	0.682338	0.499876	0.584549	1.863223	0.526362	0.315862	0.392381	1.733529	0.432936	0.662960	1.738080	0.513385	1.550716	1.701440
Q6KC79	0.006192	0.023234	0.019023	0.030340	0.068192	0.021138	0.016241	0.028227	0.065959	0.012786	0.028298	0.067830	0.026836	0.062201	0.073890
Q6KF10	0.025198	0.105329	0.298332	0.128766	0.194391	0.110541	0.311596	0.144553	0.193213	0.316154	0.173395	0.239029	0.355023	0.381407	0.243872
Q6L8Q7	0.011635	0.087893	0.063962	0.123713	0.274485	0.089557	0.065641	0.127528	0.275355	0.065391	0.115779	0.253940	0.120387	0.250280	0.275110
Q6MZM0	0.025747	0.116463	0.102478	0.138298	0.229757	0.111605	0.095781	0.133364	0.224892	0.102407	0.139076	0.231256	0.140254	0.228820	0.233521
Q6MZP7	0.001265	0.015311	0.008896	0.032105	0.091668	0.014029	0.010172	0.033409	0.090297	0.011468	0.038682	0.090591	0.032092	0.091744	0.108367
Q6MZQ0	0.016460	0.073926	0.121207	0.087904	0.242820	0.080161	0.118663	0.088920	0.242655	0.108655	0.104294	0.222997	0.139675	0.252397	0.264632
Q6MZT1	0.003843	0.031414	0.019448	0.054968	0.093994	0.027465	0.015546	0.051001	0.098172	0.035212	0.072397	0.111578	0.067517	0.093502	0.138375
Q6MZW2	0.025283	0.155172	0.165980	0.180900	0.333429	0.156797	0.162799	0.185383	0.339670	0.156529	0.217373	0.375297	0.235460	0.362932	0.388833
Q6MZZ7	0.070362	0.598796	0.496856	0.418526	0.822641	0.598714	0.512065	0.419628	0.826875	0.399223	0.548400	0.969976	0.470387	0.830317	0.755724
Q6N021	0.029197	0.161536	0.135377	0.468942	0.356331	0.160326	0.133210	0.468067	0.352003	0.148359	0.492828	0.369990	0.478251	0.359768	0.649608
Q6N022	0.010895	0.029746	0.017553	0.028205	0.071582	0.026785	0.015709	0.025261	0.070807	0.023311	0.034633	0.075469	0.026813	0.068134	0.071976
Q6N063	0.043057	0.117819	0.136296	0.165639	0.453214	0.117895	0.119369	0.162481	0.439666	0.122831	0.182578	0.441042	0.187328	0.454240	0.473638
Q6N069	0.010621	0.074345	0.041489	0.129243	0.111734	0.070567	0.040224	0.127824	0.110363	0.064554	0.145148	0.134304	0.124161	0.110020	0.177050
Q6N075	0.006963	0.035264	0.035347	0.040021	0.080521	0.037639	0.032974	0.037648	0.078046	0.025757	0.052138	0.075411	0.047455	0.080597	0.090810
Q6NS38	0.023744	0.180559	0.230756	0.217701	0.437502	0.189745	0.236266	0.227236	0.436283	0.289518	0.240726	0.465636	0.205335	0.452208	0.452776
Q6NSI8	0.028280	0.153442	0.075576	0.119693	0.192495	0.183848	0.077690	0.114459	0.168981	0.124335	0.192127	0.248871	0.101708	0.170654	0.203419
Q6NSJ2	0.029993	0.162190	0.203628	0.227097	0.089115	0.104613	0.165648	0.145250	0.077636	0.166941	0.214635	0.101046	0.229994	0.112070	0.077636
Q6NSJ5	0.018526	0.081298	0.084076	0.105579	0.142415	0.081359	0.084008	0.104181	0.145478	0.058551	0.088864	0.129833	0.084378	0.124730	0.146540
Q6NSX1	0.074618	0.259193	0.243541	0.204212	0.280040	0.242130	0.241710	0.206483	0.282521	0.241048	0.272151	0.296788	0.208871	0.278549	0.261017
Q6NT16	0.086749	0.195430	0.174115	0.240878	0.300838	0.224868	0.197501	0.273933	0.296920	0.181144	0.253848	0.314320	0.231618	0.302392	0.373160
Q6NT55	0.035833	0.093074	0.092080	0.150112	0.216569	0.096142	0.079255	0.140043	0.204211	0.091714	0.171920	0.218511	0.151225	0.204385	0.230394
Q6NT76	0.000010	0.000010	0.079206	0.009064	0.015881	0.000010	0.079206	0.009064	0.015881	0.079206	0.009064	0.015881	0.089996	0.097770	0.025123
Q6NTF9	0.013919	0.158591	0.111779	0.127070	0.607275	0.160029	0.100455	0.127775	0.610462	0.096117	0.177114	0.637052	0.135909	0.611597	0.606109
Q6NUK1	0.008590	0.054937	0.112592	0.066617	0.239271	0.050469	0.112438	0.066335	0.236300	0.112781	0.080744	0.239683	0.147507	0.277067	0.258346
Q6NUK4	0.040551	0.085129	0.073713	0.078432	0.175793	0.086848	0.091580	0.100745	0.187285	0.133664	0.094755	0.247792	0.117264	0.194791	0.205643
Q6NUM9	0.066016	0.227687	0.212951	0.216368	0.430709	0.228635	0.215465	0.202631	0.425133	0.245334	0.274651	0.431715	0.257956	0.439248	0.439620
Q6NUN0	0.030170	0.107487	0.159209	0.149295	0.409443	0.111675	0.161793	0.155820	0.403133	0.172707	0.168832	0.416316	0.221859	0.426962	0.415023
Q6NUN7	0.070924	0.292807	0.290717	0.386797	0.681540	0.298463	0.295107	0.397680	0.698464	0.273334	0.427938	0.715560	0.440081	0.691389	0.791610
Q6NUN9	0.014660	0.069977	0.066362	0.071894	0.269646	0.068118	0.064191	0.075020	0.263926	0.068473	0.080496	0.263597	0.069049	0.265497	0.276937
Q6NUP7	0.016053	0.079888	0.033543	0.094297	0.149236	0.064213	0.039571	0.100616	0.158773	0.085287	0.169087	0.216882	0.092485	0.153655	0.200607
Q6NUQ1	0.011442	0.071597	0.072246	0.134028	0.130972	0.068965	0.073613	0.135543	0.132319	0.072773	0.149051	0.139079	0.154064	0.126535	0.185456
Q6NUQ4	0.026158	0.130154	0.133991	0.215011	0.334549	0.125232	0.126643	0.210810	0.329192	0.149713	0.217036	0.338784	0.234203	0.347313	0.394063
Q6NUS6	0.055343	0.208159	0.224371	0.318512	0.789092	0.212010	0.236789	0.308190	0.786652	0.218526	0.335904	0.824800	0.341773	0.821242	0.849699
Q6NUT3	1.363271	0.121167	0.152851	0.160842	0.224635	1.434664	1.493204	1.438745	1.484633	0.120060	0.166892	0.235441	0.181768	0.253557	0.266818
Q6NV74	0.057999	0.354369	0.352089	0.420171	0.701473	0.349200	0.345380	0.486490	0.681736	0.320068	0.502150	0.661374	0.462953	0.706691	0.821275
Q6NVH7	0.028710	0.247722	0.219875	0.456904	0.835871	0.268312	0.222526	0.451155	0.853889	0.225231	0.439233	0.889727	0.452755	0.766366	0.833610
Q6NVV7	0.060447	0.339862	0.165693	0.299430	0.410122	0.318369	0.168377	0.275025	0.391539	0.266639	0.374232	0.588656	0.328073	0.682810	0.436324
Q6NVY1	0.037101	0.170091	0.115269	0.199564	0.317922	0.179302	0.129897	0.213892	0.315225	0.151281	0.217399	0.307306	0.193057	0.299315	0.363376
Q6NW29	0.005089	0.047581	0.052230	0.092380	0.062409	0.042258	0.046955	0.090891	0.057144	0.046915	0.085767	0.052141	0.080081	0.063009	0.085436
Q6NW34	0.052332	0.225316	0.214800	0.436099	0.637252	0.238859	0.233774	0.448263	0.647168	0.217321	0.489171	0.635566	0.460775	0.669546	0.815799
Q6NW40	0.030050	0.107807	0.215317	0.102401	0.180865	0.111193	0.209996	0.106104	0.208561	0.213591	0.142691	0.178599	0.217744	0.287073	0.166631
Q6NXE6	0.049046	0.164212	0.169962	0.176151	0.333877	0.166288	0.168171	0.190905	0.324542	0.120732	0.174848	0.310516	0.173343	0.339469	0.324615
Q6NXG1	0.002965	0.028563	0.031495	0.028594	0.070411	0.025534	0.028469	0.028596	0.070417	0.027067	0.031733	0.065843	0.034671	0.067269	0.065725
Q6NXP6	0.043403	0.412305	0.323013	0.556971	0.723491	0.411780	0.307241	0.553602	0.719806	0.390753	0.648650	0.774664	0.619106	0.708442	0.948767
Q6NXR0	0.037688	0.118675	0.084691	0.281528	1.041765	0.109111	0.084411	0.280643	1.041902	0.067554	0.268922	1.001082	0.253109	1.014501	1.243378
Q6NXR4	0.070688	0.237581	0.273818	0.336241	0.514937	0.229277	0.264450	0.307106	0.497562	0.265054	0.351678	0.506774	0.383859	0.463662	0.587355
Q6NXT1	0.006736	0.054964	0.037815	0.080592	0.231272	0.051506	0.037845	0.080813	0.227496	0.034338	0.084423	0.228107	0.077671	0.219333	0.249767
Q6NXT4	0.015281	0.039705	0.039485	0.080149	0.119258	0.041850	0.037061	0.082004	0.127452	0.034486	0.075372	0.120616	0.084044	0.148764	0.159351
Q6NXT6	0.016041	0.074616	0.053361	0.042219	0.094628	0.072573	0.112027	0.043623	0.151129	0.063379	0.063334	0.103503	0.044286	0.134444	0.083612
Q6NY19	0.093140	0.199964	0.194781	0.254081	0.545712	0.220063	0.216642	0.270272	0.550217	0.186902	0.261556	0.550445	0.257427	0.546005	0.566977
Q6NYC1	0.002472	0.019949	0.017406	0.022521	0.032825	0.017448	0.014913	0.020010	0.035374	0.017438	0.025043	0.038047	0.027524	0.052173	0.048684
Q6NYC8	0.042747	0.184828	0.201698	0.260147	0.500546	0.205562	0.227014	0.285973	0.521256	0.199874	0.328270	0.550217	0.342837	0.567467	0.595330
Q6NZI2	0.012552	0.069818	0.062167	0.070324	0.110289	0.075090	0.067437	0.083740	0.121827	0.040568	0.094377	0.104293	0.091932	0.101539	0.110204
Q6NZY4	0.032765	0.134228	0.125713	0.209643	0.293651	0.147244	0.140290	0.223400	0.299267	0.112963	0.192166	0.287881	0.196034	0.294234	0.333480
Q6P047	0.117720	0.321347	0.285711	0.381836	0.690779	0.361421	0.310398	0.396002	0.711851	0.171417	0.315924	0.644436	0.286503	0.638803	0.744222
Q6P050	0.646479	0.789363	0.792510	0.820857	1.122876	0.107047	0.089588	0.176375	0.427000	0.074887	0.187509	0.401796	0.173942	0.383627	0.408741
Q6P087	0.078794	0.212068	0.221948	0.341747	0.673409	0.201742	0.224189	0.335793	0.691972	0.222386	0.345269	0.699588	0.364127	0.661100	0.729131
Q6P0N0	0.050815	0.309596	0.303677	0.550101	0.939497	0.309236	0.304212	0.547141	0.919075	0.325683	0.615667	0.944289	0.629770	0.987301	1.091108
Q6P158	0.018068	0.077303	0.074104	0.141582	0.226068	0.076389	0.073306	0.144343	0.223838	0.052963	0.154253	0.216641	0.148440	0.223568	0.282212
Q6P161	0.137598	0.302250	0.260631	0.401477	0.443048	0.297836	0.253217	0.358646	0.460908	0.229164	0.376299	0.568324	0.364481	0.487649	0.548538
Q6P1A2	0.021990	0.139030	0.083871	0.146119	0.173667	0.130025	0.074435	0.141339	0.183826	0.122366	0.154201	0.227030	0.144348	0.191291	0.230955
Q6P1J6	0.050719	0.383799	0.247105	0.395039	0.464372	0.388742	0.241629	0.390660	0.457894	0.319832	0.527252	0.598231	0.409201	0.476564	0.570054
Q6P1J9	0.000010	0.000010	0.000010	0.000010	0.130980	0.000010	0.000010	0.000010	0.130980	0.000010	0.000010	0.130980	0.000010	0.130980	0.130980
Q6P1L5	0.003312	0.033417	0.020023	0.078211	0.124771	0.035174	0.020057	0.078349	0.121722	0.026771	0.082034	0.138072	0.080323	0.128495	0.157911
Q6P1L8	0.041517	0.138315	0.127906	0.158509	0.187902	0.138683	0.128239	0.158926	0.180264	0.070838	0.144676	0.123797	0.134786	0.155565	0.175715
