cellular_component,biological_process,molecular_functions,mean
"['cytosol', 'ribosome', 'organelle']","['cytoplasmic translation', 'signaling', 'protein modification process']","['RNA binding', 'structural molecule activity', 'molecular function regulator activity']",0.11253206666666667
"['nucleus', 'nucleoplasm', 'organelle']","['DNA-templated transcription', 'regulation of DNA-templated transcription', 'protein catabolic process', 'protein modification process']","['RNA binding', 'catalytic activity', 'transferase activity', 'protein tag activity', 'catalytic activity, acting on a protein']",0.006972733333333331
"['nucleus', 'endoplasmic reticulum', 'organelle']","['intracellular protein transport', 'nucleocytoplasmic transport', 'autophagy', 'programmed cell death', 'signaling', 'protein modification process', 'anatomical structure development']",None,0.07361879999999998
"['nucleus', 'nucleoplasm', 'cytosol', 'organelle']",['protein modification process'],['molecular adaptor activity'],1e-05
"['nucleus', 'nucleoplasm', 'chromosome', 'cytoskeleton', 'organelle']","['carbohydrate metabolic process', 'chromatin organization', 'DNA-templated transcription', 'regulation of DNA-templated transcription', 'protein modification process', 'anatomical structure development']","['catalytic activity', 'transferase activity', 'histone binding', 'catalytic activity, acting on a protein']",0.018166666666666668
"['lysosome', 'endosome', 'vacuole', 'Golgi apparatus', 'cytosol', 'plasma membrane', 'cytoplasmic vesicle', 'organelle']","['intracellular protein transport', 'vesicle-mediated transport']",['molecular adaptor activity'],0.02104126666666667
"['nucleus', 'organelle']","['immune system process', 'DNA-templated transcription', 'regulation of DNA-templated transcription', 'cell differentiation', 'anatomical structure development', 'cell motility', 'protein-containing complex assembly']",['transcription regulator activity'],0.00419
"['extracellular region', 'extracellular space', 'nucleus', 'nuclear envelope', 'nucleoplasm', 'cytosol', 'organelle']","['intracellular protein transport', 'nucleocytoplasmic transport']","['structural molecule activity', 'molecular carrier activity']",0.013385
"['extracellular region', 'extracellular space', 'nucleus', 'nucleoplasm', 'chromosome', 'cytoskeleton', 'organelle']","['DNA-templated transcription', 'regulation of DNA-templated transcription', 'programmed cell death', 'mRNA metabolic process', 'vesicle-mediated transport', 'signaling']","['DNA binding', 'RNA binding']",0.006074666666666667
"['extracellular region', 'extracellular space', 'cytosol', 'organelle']","['intracellular protein transport', 'signaling', 'cell differentiation', 'protein modification process', 'anatomical structure development']","['RNA binding', 'molecular function regulator activity', 'molecular sequestering activity']",0.0013149999999999995
"['nucleus', 'cytosol', 'organelle']","['signaling', 'protein modification process']","['catalytic activity', 'hydrolase activity', 'catalytic activity, acting on a protein']",0.009498533333333333
"['extracellular region', 'extracellular space', 'endoplasmic reticulum', 'Golgi apparatus', 'plasma membrane', 'organelle']","['signaling', 'cell differentiation', 'anatomical structure development', 'cell motility']","['catalytic activity', 'GTPase activity', 'hydrolase activity']",0.05876299999999999
"['mitochondrion', 'organelle']","['intracellular protein transport', 'mitochondrion organization', 'nervous system process', 'membrane organization']",['molecular carrier activity'],0.017196733333333332
"['nucleus', 'nucleoplasm', 'endoplasmic reticulum', 'cytoskeleton', 'plasma membrane', 'organelle']","['signaling', 'protein catabolic process', 'protein maturation', 'protein localization to plasma membrane']",None,0.0023692000000000006
"['nucleus', 'nucleoplasm', 'nucleolus', 'endoplasmic reticulum', 'microtubule organizing center', 'cytosol', 'ribosome', 'cytoskeleton', 'organelle']","['cytoplasmic translation', 'programmed cell death', 'signaling', 'cell differentiation', 'protein catabolic process', 'protein modification process', 'ribosome biogenesis', 'anatomical structure development']","['RNA binding', 'structural molecule activity', 'molecular function regulator activity']",1e-05
"['extracellular region', 'extracellular space', 'nucleus', 'nucleoplasm', 'chromosome', 'nucleolus', 'cytosol', 'organelle']","['carbohydrate metabolic process', 'generation of precursor metabolites and energy', 'cell adhesion', 'signaling', 'protein modification process']","['catalytic activity', 'hydrolase activity', 'catalytic activity, acting on a protein']",0.017317666666666672
"['Golgi apparatus', 'plasma membrane', 'organelle']","['cell differentiation', 'anatomical structure development', 'transmembrane transport']","['transporter activity', 'molecular function regulator activity']",0.04429713333333333
"['nucleus', 'nucleoplasm', 'cytosol', 'organelle']",['protein catabolic process'],"['RNA binding', 'catalytic activity', 'hydrolase activity', 'ATP-dependent activity']",0.009987666666666667
"['extracellular region', 'extracellular space', 'nucleus', 'nucleoplasm', 'cytosol', 'cytoplasmic vesicle', 'organelle']","['DNA-templated transcription', 'regulation of DNA-templated transcription', 'programmed cell death', 'protein catabolic process']","['catalytic activity', 'hydrolase activity', 'ATP-dependent activity']",1e-05
"['extracellular region', 'extracellular space', 'nucleus', 'nucleoplasm', 'nucleolus', 'endoplasmic reticulum', 'cytosol', 'ribosome', 'organelle']","['cytoplasmic translation', 'ribosome biogenesis']","['RNA binding', 'structural molecule activity']",0.052423666666666674
"['extracellular region', 'extracellular space', 'nucleus', 'nucleoplasm', 'nucleolus', 'cytosol', 'ribosome', 'organelle']","['cytoplasmic translation', 'ribosome biogenesis']","['RNA binding', 'structural molecule activity']",1e-05
"['extracellular region', 'extracellular space', 'nucleus', 'nucleoplasm', 'nucleolus', 'cytosol', 'ribosome', 'organelle']","['cytoplasmic translation', 'ribosome biogenesis']","['RNA binding', 'structural molecule activity']",1e-05
"['extracellular region', 'extracellular space', 'cytosol', 'organelle']","['protein catabolic process', 'protein modification process']","['catalytic activity', 'transferase activity', 'catalytic activity, acting on a protein']",0.008104666666666666
"['nucleus', 'cytosol', 'organelle']","['chromosome segregation', 'protein catabolic process', 'protein modification process']","['catalytic activity', 'transferase activity', 'catalytic activity, acting on a protein']",0.028245666666666665
"['extracellular region', 'extracellular space', 'nucleus', 'nucleoplasm', 'nucleolus', 'cytosol', 'ribosome', 'organelle']","['cytoplasmic translation', 'immune system process', 'DNA-templated transcription', 'regulation of DNA-templated transcription', 'cell differentiation', 'ribosome biogenesis', 'anatomical structure development', 'protein-containing complex assembly']","['RNA binding', 'structural molecule activity', 'translation regulator activity']",0.052327666666666654
"['nucleus', 'nucleoplasm', 'nucleolus', 'endoplasmic reticulum', 'cytosol', 'ribosome', 'organelle']","['cytoplasmic translation', 'ribosome biogenesis']","['RNA binding', 'structural molecule activity']",1e-05
"['extracellular region', 'extracellular space', 'nucleus', 'nucleoplasm', 'cytosol', 'ribosome', 'organelle']",['cytoplasmic translation'],"['RNA binding', 'structural molecule activity']",0.009005333333333334
"['extracellular region', 'extracellular space', 'nucleus', 'nucleoplasm', 'endoplasmic reticulum', 'cytosol', 'ribosome', 'organelle']",['cytoplasmic translation'],"['RNA binding', 'structural molecule activity']",0.026674466666666664
"['extracellular region', 'extracellular space', 'nucleus', 'nucleoplasm', 'nucleolus', 'cytosol', 'ribosome', 'organelle']","['cytoplasmic translation', 'ribosome biogenesis']","['RNA binding', 'structural molecule activity']",0.01637366666666667
"['extracellular region', 'extracellular space', 'nucleus', 'nucleoplasm', 'nucleolus', 'cytosol', 'ribosome', 'organelle']","['cytoplasmic translation', 'ribosome biogenesis']","['RNA binding', 'structural molecule activity']",0.004245333333333334
"['nucleus', 'nucleoplasm', 'cytosol', 'organelle']","['mRNA metabolic process', 'protein-containing complex assembly']",['RNA binding'],0.17379793333333332
"['nucleus', 'nucleoplasm', 'cytosol', 'organelle']","['mRNA metabolic process', 'protein-containing complex assembly']",['RNA binding'],0.2259817333333333
"['nucleus', 'nucleoplasm', 'cytosol', 'organelle']","['mRNA metabolic process', 'protein-containing complex assembly']",['RNA binding'],0.008943333333333333
"['nucleus', 'nucleoplasm', 'cytosol', 'organelle']",['mRNA metabolic process'],['RNA binding'],0.0032020000000000004
"['nucleus', 'nucleoplasm', 'nucleolus', 'cytosol', 'organelle']","['tRNA metabolic process', 'mRNA metabolic process', 'ribosome biogenesis']",['RNA binding'],0.05952859999999998
"['nucleus', 'nucleoplasm', 'cytosol', 'organelle']","['mRNA metabolic process', 'protein-containing complex assembly']",['RNA binding'],1e-05
"['extracellular region', 'extracellular space', 'nucleus', 'nucleoplasm', 'cytosol', 'organelle']","['mRNA metabolic process', 'protein-containing complex assembly']",['RNA binding'],0.23540526666666667
"['nucleus', 'nucleoplasm', 'cytosol', 'organelle']","['mRNA metabolic process', 'protein modification process', 'protein-containing complex assembly']",['RNA binding'],1e-05
"['nucleus', 'nucleoplasm', 'organelle']","['mitotic cell cycle', 'DNA-templated transcription', 'regulation of DNA-templated transcription', 'programmed cell death', 'reproductive process', 'cell differentiation', 'anatomical structure development', 'cell motility']",['transcription regulator activity'],0.013393733333333333
"['extracellular region', 'nucleus', 'cytosol', 'cytoskeleton', 'cytoplasmic vesicle', 'organelle']","['inflammatory response', 'cytoskeleton organization', 'signaling', 'cell motility', 'transmembrane transport', 'nucleobase-containing small molecule metabolic process', 'protein-containing complex assembly', 'carbohydrate derivative metabolic process']","['RNA binding', 'cytoskeletal protein binding', 'molecular sequestering activity']",0.02688
"['extracellular region', 'extracellular space', 'endosome', 'Golgi apparatus', 'cytosol', 'plasma membrane', 'cytoplasmic vesicle', 'organelle']","['intracellular protein transport', 'cytoskeleton organization', 'cell adhesion', 'establishment or maintenance of cell polarity', 'programmed cell death', 'vesicle-mediated transport', 'signaling', 'cell differentiation', 'cell junction organization', 'anatomical structure development', 'cell motility', 'protein-containing complex assembly', 'protein localization to plasma membrane']","['catalytic activity', 'GTPase activity', 'hydrolase activity', 'molecular adaptor activity', 'molecular function regulator activity']",1e-05
"['extracellular region', 'extracellular space', 'nucleus', 'nucleoplasm', 'cytosol', 'organelle']","['DNA-templated transcription', 'regulation of DNA-templated transcription', 'protein catabolic process', 'protein-containing complex assembly']","['catalytic activity', 'hydrolase activity', 'molecular adaptor activity', 'ATP-dependent activity']",1e-05
"['endoplasmic reticulum', 'organelle']","['signaling', 'anatomical structure development', 'detoxification']","['catalytic activity', 'antioxidant activity', 'oxidoreductase activity', 'catalytic activity, acting on a protein']",0.017131533333333334
"['nucleus', 'nucleoplasm', 'organelle']","['DNA-templated transcription', 'reproductive process', 'cell differentiation', 'anatomical structure development', 'nucleobase-containing small molecule metabolic process', 'carbohydrate derivative metabolic process']","['DNA binding', 'general transcription initiation factor activity']",0.003508666666666667
"['nucleus', 'nucleolus', 'cytosol', 'ribosome', 'organelle']","['cytoplasmic translation', 'ribosome biogenesis']","['RNA binding', 'structural molecule activity']",0.011513866666666667
"['nucleus', 'nucleoplasm', 'organelle']","['DNA-templated transcription', 'mRNA metabolic process']","['DNA binding', 'RNA binding']",0.001952
"['extracellular region', 'extracellular space', 'endosome', 'Golgi apparatus', 'microtubule organizing center', 'cytosol', 'cytoskeleton', 'plasma membrane', 'cytoplasmic vesicle', 'organelle']","['mitotic cell cycle', 'cytokinesis', 'intracellular protein transport', 'cytoskeleton organization', 'chromosome segregation', 'vesicle-mediated transport', 'cell differentiation', 'cilium organization', 'anatomical structure development', 'cell motility', 'protein localization to plasma membrane', 'mitotic nuclear division']","['catalytic activity', 'GTPase activity', 'cytoskeletal protein binding', 'hydrolase activity', 'molecular function regulator activity']",0.008952333333333333
"['cytosol', 'ribosome', 'organelle']","['cytoplasmic translation', 'mRNA metabolic process', 'protein modification process']","['RNA binding', 'catalytic activity', 'hydrolase activity', 'translation regulator activity', 'catalytic activity, acting on RNA']",1e-05
"['nucleus', 'nucleoplasm', 'chromosome', 'organelle']","['DNA-templated transcription', 'regulation of DNA-templated transcription', 'signaling']","['DNA binding', 'lipid binding', 'molecular transducer activity', 'transcription regulator activity']",0.015622600000000006
"['endoplasmic reticulum', 'cytosol', 'organelle']","['cytoplasmic translation', 'DNA-templated transcription', 'regulation of DNA-templated transcription']","['DNA binding', 'RNA binding', 'translation regulator activity']",0.0016185333333333328
"['extracellular region', 'nucleus', 'microtubule organizing center', 'cytoskeleton', 'cytoplasmic vesicle', 'organelle']",None,None,1e-05
"['nucleus', 'chromosome', 'cytosol', 'cytoskeleton', 'organelle']","['mitotic cell cycle', 'DNA-templated transcription', 'regulation of DNA-templated transcription', 'mitochondrion organization', 'programmed cell death', 'signaling', 'protein catabolic process', 'protein modification process']","['catalytic activity', 'cytoskeletal protein binding', 'hydrolase activity', 'catalytic activity, acting on a protein']",0.004532733333333334
"['nucleus', 'nucleoplasm', 'nucleolus', 'endoplasmic reticulum', 'cytosol', 'ribosome', 'organelle']","['cytoplasmic translation', 'programmed cell death', 'signaling', 'ribosome biogenesis']","['RNA binding', 'structural molecule activity']",0.009428266666666667
"['extracellular region', 'extracellular space', 'nucleus', 'nucleoplasm', 'chromosome', 'organelle', 'extracellular region', 'extracellular space', 'nucleus', 'nucleoplasm', 'chromosome', 'organelle', 'extracellular region', 'extracellular space', 'nucleus', 'nucleoplasm', 'chromosome', 'organelle', 'extracellular region', 'extracellular space', 'nucleus', 'nucleoplasm', 'chromosome', 'organelle', 'extracellular region', 'extracellular space', 'nucleus', 'nucleoplasm', 'chromosome', 'organelle', 'extracellular region', 'extracellular space', 'nucleus', 'nucleoplasm', 'chromosome', 'organelle', 'extracellular region', 'extracellular space', 'nucleus', 'nucleoplasm', 'chromosome', 'organelle', 'extracellular region', 'extracellular space', 'nucleus', 'nucleoplasm', 'chromosome', 'organelle', 'extracellular region', 'extracellular space', 'nucleus', 'nucleoplasm', 'chromosome', 'organelle', 'extracellular region', 'extracellular space', 'nucleus', 'nucleoplasm', 'chromosome', 'organelle', 'extracellular region', 'extracellular space', 'nucleus', 'nucleoplasm', 'chromosome', 'organelle', 'extracellular region', 'extracellular space', 'nucleus', 'nucleoplasm', 'chromosome', 'organelle', 'extracellular region', 'extracellular space', 'nucleus', 'nucleoplasm', 'chromosome', 'organelle', 'extracellular region', 'extracellular space', 'nucleus', 'nucleoplasm', 'chromosome', 'organelle']","['immune system process', 'chromatin organization', 'cell differentiation', 'telomere organization', 'anatomical structure development', 'protein-containing complex assembly', 'immune system process', 'chromatin organization', 'cell differentiation', 'telomere organization', 'anatomical structure development', 'protein-containing complex assembly', 'immune system process', 'chromatin organization', 'cell differentiation', 'telomere organization', 'anatomical structure development', 'protein-containing complex assembly', 'immune system process', 'chromatin organization', 'mRNA metabolic process', 'cell differentiation', 'telomere organization', 'anatomical structure development', 'protein-containing complex assembly', 'immune system process', 'chromatin organization', 'cell differentiation', 'telomere organization', 'anatomical structure development', 'protein-containing complex assembly', 'immune system process', 'chromatin organization', 'cell differentiation', 'telomere organization', 'anatomical structure development', 'protein-containing complex assembly', 'immune system process', 'chromatin organization', 'cell differentiation', 'telomere organization', 'anatomical structure development', 'protein-containing complex assembly', 'immune system process', 'chromatin organization', 'cell differentiation', 'telomere organization', 'anatomical structure development', 'protein-containing complex assembly', 'immune system process', 'chromatin organization', 'cell differentiation', 'telomere organization', 'anatomical structure development', 'protein-containing complex assembly', 'immune system process', 'chromatin organization', 'cell differentiation', 'telomere organization', 'anatomical structure development', 'protein-containing complex assembly', 'immune system process', 'chromatin organization', 'cell differentiation', 'telomere organization', 'anatomical structure development', 'protein-containing complex assembly', 'immune system process', 'chromatin organization', 'cell differentiation', 'telomere organization', 'anatomical structure development', 'protein-containing complex assembly', 'immune system process', 'chromatin organization', 'cell differentiation', 'telomere organization', 'anatomical structure development', 'protein-containing complex assembly', 'immune system process', 'chromatin organization', 'cell differentiation', 'telomere organization', 'anatomical structure development', 'protein-containing complex assembly']","['DNA binding', 'RNA binding', 'structural molecule activity', 'DNA binding', 'RNA binding', 'structural molecule activity', 'DNA binding', 'RNA binding', 'structural molecule activity', 'DNA binding', 'RNA binding', 'structural molecule activity', 'DNA binding', 'RNA binding', 'structural molecule activity', 'DNA binding', 'RNA binding', 'structural molecule activity', 'DNA binding', 'RNA binding', 'structural molecule activity', 'DNA binding', 'RNA binding', 'structural molecule activity', 'DNA binding', 'RNA binding', 'structural molecule activity', 'DNA binding', 'RNA binding', 'structural molecule activity', 'DNA binding', 'RNA binding', 'structural molecule activity', 'DNA binding', 'RNA binding', 'structural molecule activity', 'DNA binding', 'RNA binding', 'structural molecule activity', 'DNA binding', 'RNA binding', 'structural molecule activity']",1e-05
"['extracellular region', 'extracellular space', 'nucleus', 'nuclear envelope', 'nucleoplasm', 'chromosome', 'nucleolus', 'endosome', 'microtubule organizing center', 'cytosol', 'cytoskeleton', 'cilium', 'cytoplasmic vesicle', 'organelle']","['mitotic cell cycle', 'intracellular protein transport', 'nucleocytoplasmic transport', 'cytoskeleton organization', 'chromosome segregation', 'reproductive process', 'cell differentiation', 'regulatory ncRNA-mediated gene silencing', 'ribosome biogenesis', 'anatomical structure development', 'nucleobase-containing small molecule metabolic process', 'mitotic nuclear division', 'carbohydrate derivative metabolic process']","['RNA binding', 'catalytic activity', 'GTPase activity', 'hydrolase activity', 'molecular function regulator activity', 'molecular carrier activity']",0.019378333333333334
"['extracellular region', 'extracellular space', 'nucleus', 'nucleoplasm', 'nucleolus', 'cytosol', 'ribosome', 'organelle']","['cytoplasmic translation', 'DNA-templated transcription', 'regulation of DNA-templated transcription', 'intracellular protein transport', 'nucleocytoplasmic transport', 'signaling', 'protein catabolic process', 'protein modification process']","['RNA binding', 'structural molecule activity', 'molecular function regulator activity']",1e-05
"['nucleus', 'nucleoplasm', 'cytosol', 'ribosome', 'organelle']","['cytoplasmic translation', 'nucleocytoplasmic transport', 'signaling', 'cell differentiation', 'protein modification process', 'ribosome biogenesis', 'anatomical structure development', 'protein-containing complex assembly']","['DNA binding', 'RNA binding', 'structural molecule activity', 'molecular function regulator activity']",0.06494446666666667
"['nucleus', 'nucleoplasm', 'nucleolus', 'endoplasmic reticulum', 'cytosol', 'ribosome', 'organelle']","['cytoplasmic translation', 'immune system process', 'ribosome biogenesis']","['RNA binding', 'structural molecule activity']",0.011829866666666666
"['extracellular region', 'extracellular space', 'nucleus', 'nucleoplasm', 'nucleolus', 'cytosol', 'ribosome', 'organelle']","['cytoplasmic translation', 'ribosome biogenesis']","['RNA binding', 'structural molecule activity']",1e-05
"['extracellular region', 'extracellular space', 'nucleus', 'nucleoplasm', 'endoplasmic reticulum', 'cytosol', 'ribosome', 'organelle']",['cytoplasmic translation'],"['RNA binding', 'structural molecule activity']",0.0028643333333333337
"['extracellular region', 'extracellular space', 'nucleus', 'nucleoplasm', 'nucleolus', 'endoplasmic reticulum', 'cytosol', 'ribosome', 'organelle']","['cytoplasmic translation', 'ribosome biogenesis', 'protein-containing complex assembly']","['RNA binding', 'structural molecule activity']",0.004682333333333333
"['extracellular region', 'extracellular space', 'nucleus', 'nucleoplasm', 'cytosol', 'ribosome', 'organelle']","['cytoplasmic translation', 'immune system process', 'defense response to other organism']","['RNA binding', 'structural molecule activity']",0.03279826666666666
"['extracellular region', 'extracellular space', 'lysosome', 'vacuole', 'cytosol', 'plasma membrane', 'cilium', 'organelle']","['signaling', 'anatomical structure development', 'nervous system process']","['catalytic activity', 'GTPase activity', 'hydrolase activity', 'molecular adaptor activity']",0.001945
"['nucleus', 'nucleoplasm', 'cytosol', 'organelle']","['immune system process', 'DNA repair', 'reproductive process', 'signaling', 'protein catabolic process', 'protein modification process']","['catalytic activity', 'transferase activity', 'molecular adaptor activity', 'catalytic activity, acting on a protein']",0.07240566666666666
"['extracellular region', 'extracellular space', 'lysosome', 'vacuole', 'cytosol', 'plasma membrane', 'organelle']","['signaling', 'transmembrane transport']","['catalytic activity', 'GTPase activity', 'hydrolase activity', 'molecular adaptor activity']",0.001943333333333333
"['extracellular region', 'extracellular space', 'nucleus', 'cytosol', 'ribosome', 'organelle']","['cytoplasmic translation', 'immune system process', 'defense response to other organism']","['RNA binding', 'structural molecule activity']",0.005737733333333333
"['extracellular region', 'extracellular space', 'nucleus', 'nucleolus', 'cytosol', 'ribosome', 'organelle']","['cytoplasmic translation', 'immune system process', 'defense response to other organism']","['RNA binding', 'structural molecule activity']",1e-05
"['extracellular region', 'extracellular space', 'nucleus', 'cytosol', 'ribosome', 'organelle']","['cytoplasmic translation', 'ribosome biogenesis']","['RNA binding', 'structural molecule activity']",0.0046115999999999996
"['cytosol', 'ribosome', 'organelle']",['cytoplasmic translation'],"['RNA binding', 'structural molecule activity']",0.011191600000000001
"['nucleus', 'nucleoplasm', 'cytosol', 'ribosome', 'organelle']",['cytoplasmic translation'],"['RNA binding', 'structural molecule activity']",0.0039239999999999995
None,['programmed cell death'],None,0.02227766666666667
"['extracellular region', 'extracellular space', 'nucleus', 'nucleoplasm', 'nucleolus', 'mitochondrion', 'endosome', 'endoplasmic reticulum', 'cytosol', 'ribosome', 'plasma membrane', 'cytoplasmic vesicle', 'organelle']","['cytoplasmic translation', 'protein catabolic process', 'protein modification process']","['RNA binding', 'structural molecule activity', 'protein tag activity']",0.002206333333333333
"['extracellular region', 'extracellular space', 'nucleus', 'nucleoplasm', 'mitochondrion', 'lysosome', 'endosome', 'vacuole', 'endoplasmic reticulum', 'cytosol', 'ribosome', 'plasma membrane', 'cytoplasmic vesicle', 'organelle']","['cytoplasmic translation', 'protein catabolic process', 'protein modification process']","['structural molecule activity', 'protein tag activity']",1e-05
"['extracellular region', 'extracellular space', 'nucleus', 'nucleoplasm', 'nucleolus', 'endosome', 'Golgi apparatus', 'cytosol', 'plasma membrane', 'cytoplasmic vesicle', 'organelle']","['immune system process', 'cytoskeleton organization', 'vesicle-mediated transport', 'signaling', 'cell differentiation', 'anatomical structure development', 'protein-containing complex assembly']","['RNA binding', 'molecular adaptor activity', 'molecular function regulator activity']",0.0095632
"['nucleus', 'nuclear envelope', 'nucleoplasm', 'organelle']","['mRNA metabolic process', 'anatomical structure development']",['RNA binding'],0.0011186666666666667
"['extracellular region', 'extracellular space', 'nucleus', 'endosome', 'endoplasmic reticulum', 'Golgi apparatus', 'cytosol', 'cytoskeleton', 'plasma membrane', 'cytoplasmic vesicle', 'organelle']","['immune system process', 'inflammatory response', 'cytoskeleton organization', 'cell adhesion', 'establishment or maintenance of cell polarity', 'vesicle-mediated transport', 'signaling', 'cell differentiation', 'cell junction organization', 'protein modification process', 'anatomical structure development', 'cell motility', 'membrane organization', 'protein-containing complex assembly']","['catalytic activity', 'GTPase activity', 'hydrolase activity', 'molecular function regulator activity']",0.016829666666666666
"['lysosome', 'endosome', 'vacuole', 'cytosol', 'plasma membrane', 'cytoplasmic vesicle', 'organelle']","['intracellular protein transport', 'vesicle-mediated transport', 'anatomical structure development']",['molecular adaptor activity'],0.0026659333333333333
"['Golgi apparatus', 'cytosol', 'plasma membrane', 'cytoplasmic vesicle', 'organelle']","['immune system process', 'intracellular protein transport', 'vesicle-mediated transport', 'signaling', 'transmembrane transport', 'membrane organization', 'protein-containing complex assembly', 'protein localization to plasma membrane']","['lipid binding', 'molecular adaptor activity']",0.024005733333333334
"['extracellular region', 'extracellular space', 'nucleus', 'nucleoplasm', 'nucleolus', 'lysosome', 'vacuole', 'microtubule organizing center', 'cytoskeleton', 'plasma membrane', 'organelle']","['mitotic cell cycle', 'cytoskeleton organization', 'signaling']","['catalytic activity', 'GTPase activity', 'hydrolase activity']",0.0018656666666666663
"['nucleus', 'nucleoplasm', 'cytosol', 'plasma membrane', 'organelle']","['DNA-templated transcription', 'regulation of DNA-templated transcription', 'intracellular protein transport', 'nucleocytoplasmic transport', 'vesicle-mediated transport', 'signaling', 'cell differentiation', 'anatomical structure development', 'transmembrane transport']","['catalytic activity', 'hydrolase activity', 'molecular function regulator activity', 'catalytic activity, acting on a protein']",0.048387
"['extracellular region', 'extracellular space', 'nucleus', 'nucleoplasm', 'cytosol', 'cytoplasmic vesicle', 'organelle']","['immune system process', 'DNA-templated transcription', 'regulation of DNA-templated transcription', 'programmed cell death', 'signaling', 'cell junction organization', 'protein modification process', 'anatomical structure development', 'defense response to other organism']","['RNA binding', 'catalytic activity', 'oxidoreductase activity', 'transferase activity', 'molecular sequestering activity']",0.0013456666666666662
"['nucleus', 'nucleoplasm', 'chromosome', 'plasma membrane', 'organelle']","['DNA repair', 'DNA recombination', 'chromatin organization', 'cytoskeleton organization', 'microtubule-based movement', 'chromosome segregation', 'programmed cell death', 'reproductive process', 'signaling', 'cell differentiation', 'protein catabolic process', 'protein modification process', 'cilium organization', 'anatomical structure development', 'cell motility', 'meiotic nuclear division']","['catalytic activity', 'transferase activity', 'catalytic activity, acting on a protein']",1e-05
"['nucleus', 'nucleoplasm', 'cytosol', 'organelle']",['protein modification process'],['molecular function regulator activity'],0.010825533333333338
"['nucleus', 'nuclear envelope', 'nucleoplasm', 'nucleolus', 'cytosol', 'plasma membrane', 'organelle']","['DNA repair', 'DNA-templated transcription', 'regulation of DNA-templated transcription', 'intracellular protein transport', 'nucleocytoplasmic transport', 'protein catabolic process', 'protein modification process', 'anatomical structure development', 'transmembrane transport', 'protein-containing complex assembly']","['RNA binding', 'protein tag activity', 'molecular function regulator activity']",0.04158473333333334
"['nucleus', 'chromosome', 'mitochondrion', 'microtubule organizing center', 'cytosol', 'cytoskeleton', 'plasma membrane', 'cilium', 'cytoplasmic vesicle', 'organelle']","['mitochondrion organization', 'microtubule-based movement', 'programmed cell death', 'reproductive process', 'signaling', 'cell differentiation', 'cilium organization', 'anatomical structure development']",['molecular function regulator activity'],1e-05
"['nucleus', 'nucleoplasm', 'microtubule organizing center', 'cytosol', 'cytoskeleton', 'organelle']","['chromatin organization', 'protein catabolic process', 'protein modification process']","['molecular adaptor activity', 'molecular function regulator activity']",0.05099986666666667
"['plasma membrane', 'organelle']",['signaling'],"['catalytic activity', 'GTPase activity', 'hydrolase activity']",0.008808
"['extracellular region', 'extracellular space', 'plasma membrane', 'organelle']","['signaling', 'anatomical structure development']","['catalytic activity', 'GTPase activity', 'hydrolase activity']",0.04740506666666667
"['nucleus', 'nucleoplasm', 'endoplasmic reticulum', 'cytosol', 'ribosome', 'organelle']","['cytoplasmic translation', 'ribosome biogenesis']","['RNA binding', 'structural molecule activity']",0.08014840000000004
"['nucleus', 'nuclear envelope', 'endoplasmic reticulum', 'cytosol', 'organelle']","['DNA-templated transcription', 'regulation of DNA-templated transcription', 'programmed cell death', 'signaling']","['RNA binding', 'translation regulator activity']",1e-05
"['extracellular region', 'extracellular space', 'nucleus', 'nucleoplasm', 'nucleolus', 'mitochondrion', 'cytosol', 'ribosome', 'plasma membrane', 'organelle']","['cytoplasmic translation', 'establishment or maintenance of cell polarity', 'programmed cell death', 'vesicle-mediated transport', 'signaling', 'protein catabolic process', 'protein modification process', 'anatomical structure development', 'cell motility', 'protein-containing complex assembly', 'protein localization to plasma membrane']","['RNA binding', 'translation regulator activity', 'molecular adaptor activity', 'molecular function regulator activity']",0.003155333333333334
['plasma membrane'],"['muscle system process', 'circulatory system process', 'nervous system process', 'transmembrane transport', 'protein-containing complex assembly']","['transporter activity', 'lipid binding']",0.016821333333333334
"['extracellular region', 'extracellular space', 'cytosol', 'cytoskeleton', 'organelle']",['anatomical structure development'],"['catalytic activity', 'hydrolase activity']",0.0008816666666666667
"['nucleus', 'nucleoplasm', 'organelle']","['chromatin organization', 'DNA-templated transcription', 'regulation of DNA-templated transcription']",None,0.07141186666666667
None,['detoxification'],['antioxidant activity'],0.5592248000000001
"['cytoskeleton', 'organelle']","['cytoskeleton organization', 'cell motility', 'protein-containing complex assembly']",['cytoskeletal protein binding'],0.04209799999999999
"['cytosol', 'cytoskeleton', 'organelle']","['muscle system process', 'circulatory system process', 'respiratory system process', 'anatomical structure development', 'nervous system process']",['cytoskeletal protein binding'],0.007948066666666666
"['extracellular region', 'extracellular space', 'nucleus', 'chromosome', 'mitochondrion', 'cytosol', 'cytoskeleton', 'plasma membrane', 'organelle']","['mitotic cell cycle', 'immune system process', 'carbohydrate metabolic process', 'generation of precursor metabolites and energy', 'DNA replication', 'DNA-templated transcription', 'regulation of DNA-templated transcription', 'lipid metabolic process', 'cell adhesion', 'programmed cell death', 'reproductive process', 'signaling', 'cell differentiation', 'protein modification process', 'anatomical structure development', 'nucleobase-containing small molecule metabolic process', 'protein-containing complex assembly', 'carbohydrate derivative metabolic process']","['catalytic activity', 'cytoskeletal protein binding', 'hydrolase activity', 'catalytic activity, acting on a protein']",0.0011286
